0,-20.027820587158203
1,-22.533979415893555
2,-15.029566764831543
3,-20.035694122314453
4,-22.5198917388916
5,-15.01901626586914
6,-12.526870727539062
7,-20.02373695373535
8,-22.536216735839844
9,-12.54119873046875
10,-20.035322189331055
11,-25.0498104095459
12,-22.558008193969727
13,-17.522859573364258
14,-15.068643569946289
15,-20.043991088867188
16,-17.532756805419922
17,-20.06636619567871
18,-10.035075187683105
19,-25.02785301208496
20,-10.054659843444824
21,-12.546514511108398
22,-12.511984825134277
23,-17.57049560546875
24,-20.025062561035156
25,-20.034635543823242
26,-10.055706024169922
