0,0.07836466282606125
1,0.3379538953304291
2,0.5795686841011047
3,0.6970068216323853
4,0.8303419351577759
5,0.8506452441215515
6,0.8531484603881836
7,0.877384603023529
8,0.8942108154296875
9,0.8860632181167603
10,0.8381250500679016
11,0.8851727843284607
12,0.9037184119224548
13,0.8814395070075989
14,0.8517209887504578
15,0.8907055854797363
16,0.9062854647636414
17,0.8987041711807251
18,0.8692536354064941
19,0.8931083083152771
20,0.9095711708068848
21,0.9003610014915466
22,0.8724626898765564
23,0.8816413879394531
24,0.9140229225158691
25,0.9059379696846008
26,0.870623767375946
