0,0.029213273897767067
1,-0.0045165871270000935
2,-0.005669193807989359
3,-0.002588738454505801
4,-0.0020373968873173
5,-0.0025515451561659575
6,-0.0013769331853836775
7,0.0006013668025843799
8,-0.00037033684202469885
9,-0.00014147938054520637
10,-0.0006202381919138134
11,0.0009054798865690827
12,0.001007844926789403
13,0.00017052458133548498
14,0.0010087672853842378
15,0.0024566014762967825
16,0.0007511870353482664
17,0.0005757877952419221
18,-0.0004177028313279152
19,-0.00032604928128421307
20,0.0009874256793409586
21,0.0007530869334004819
22,0.0006710842135362327
23,0.0007853098213672638
24,0.00014653750986326486
25,-0.000263285415712744
26,-0.00013435537402983755
