0,0.017363065853714943
1,0.021016929298639297
2,0.014379221014678478
3,0.015457838773727417
4,0.015040697529911995
5,0.01668013073503971
6,0.007664821110665798
7,0.01358971931040287
8,0.012435744516551495
9,0.00987901072949171
10,0.012506780214607716
11,0.013126350939273834
12,0.013820918276906013
13,0.012424008920788765
14,0.007761041633784771
15,0.012460598722100258
16,0.00824109185487032
17,0.012174641713500023
18,0.009395050816237926
19,0.005234809592366219
20,0.01038686279207468
21,0.009160146117210388
22,0.004751991480588913
23,0.0060187652707099915
24,0.005978114437311888
25,0.006650653667747974
26,0.006869395263493061
27,0.0038341700565069914
28,0.010651301592588425
29,0.010920850560069084
30,3.2489654131495627e-06
31,0.0035704176407307386
32,0.006857144180685282
33,0.007200222462415695
34,0.008206631056964397
35,0.009467463940382004
36,0.013160201720893383
37,0.005002493970096111
38,0.012334373779594898
39,0.008742086589336395
40,0.003623855533078313
41,0.00640447810292244
42,0.006807957775890827
43,0.008086102083325386
44,0.008792628534138203
45,0.0036624863278120756
46,0.006572405342012644
47,0.0012137789744883776
48,0.011756225489079952
49,0.006663305219262838
