0,-17.530542373657227
1,-20.024370193481445
2,-17.53755760192871
3,-17.53221893310547
4,-17.507272720336914
5,-15.068990707397461
6,-25.022579193115234
7,-22.52569007873535
8,-17.53150749206543
9,-22.53578758239746
10,-20.0316104888916
11,-22.511920928955078
12,-10.031636238098145
13,-17.514230728149414
14,-20.019140243530273
15,-15.024158477783203
16,-10.021252632141113
17,-12.507318496704102
18,-20.019649505615234
19,-15.016879081726074
20,-15.024232864379883
21,-15.056232452392578
22,-15.031092643737793
23,-15.0177640914917
24,-22.520130157470703
25,-12.52902889251709
26,-12.533550262451172
27,-12.512919425964355
28,-15.029151916503906
29,-10.009903907775879
30,-10.02217960357666
31,-7.525656223297119
32,-10.02409839630127
33,-12.536093711853027
34,-10.02851390838623
35,-12.521450996398926
36,-15.020901679992676
37,-17.522729873657227
38,-15.030305862426758
39,-10.012495994567871
40,-10.027446746826172
41,-5.034115791320801
42,-12.526883125305176
43,-10.01838207244873
44,-10.026071548461914
45,-12.519577980041504
46,-7.5212225914001465
47,-10.019365310668945
48,-12.53749942779541
49,-5.027533054351807
