0,8.777940092841163e-05
1,4.704599268734455e-05
2,4.857583189732395e-05
3,2.854170452337712e-05
4,2.401598248980008e-05
5,2.9116865334799513e-05
6,2.6771162083605304e-05
7,2.089791087200865e-05
8,1.9559131033020094e-05
9,3.055354318348691e-05
10,2.413788388366811e-05
11,2.293236684636213e-05
12,1.5995450667105615e-05
13,1.5765832358738407e-05
14,1.2404753761074971e-05
15,1.4049294804863166e-05
16,9.228242561221123e-06
17,1.0025372830568813e-05
18,1.7944044884643517e-05
19,1.7375441530020908e-05
20,1.237987271451857e-05
21,1.2913578757434152e-05
22,1.5220522982417606e-05
23,1.4324014955491293e-05
24,1.7319714970653877e-05
25,7.459275366272777e-06
26,1.4085683687881101e-05
27,9.422042239748407e-06
28,1.5959321899572387e-05
29,1.1896808246092405e-05
30,1.0013003702624701e-05
31,9.77040508587379e-06
32,7.972228559083305e-06
33,1.506159060227219e-05
34,9.475161277805455e-06
35,1.0266408025927376e-05
36,9.09041591512505e-06
37,1.1483371963549871e-05
38,1.3370583474170417e-05
39,1.1384265235392377e-05
40,7.425474905176088e-06
41,5.3049102461955044e-06
42,4.906798949377844e-06
43,6.873092843306949e-06
44,1.53297351062065e-05
45,1.186746794701321e-05
46,8.386826266360004e-06
47,9.56066924118204e-06
48,1.632854764466174e-05
49,1.5936499039526097e-05
