0,-0.00392823526635766
1,-0.0033524727914482355
2,-0.00584065867587924
3,-0.0034048971720039845
4,-0.0035687859635800123
5,-0.005164763890206814
6,-0.005142025649547577
7,-0.0039090802893042564
8,-0.003404374001547694
9,-0.003143246052786708
10,-0.002928829984739423
11,-0.002382848644629121
12,-0.002363985637202859
13,-0.002304055728018284
14,-0.0018574966816231608
15,-0.002483690856024623
16,-0.0016914558364078403
17,-0.0018339366652071476
18,-0.003506552428007126
19,-0.003655177541077137
20,-0.003774043172597885
21,-0.003011925145983696
22,-0.002752885455265641
23,-0.002664419123902917
24,-0.002785695716738701
25,-0.0019938319455832243
26,-0.0021700614597648382
27,-0.0018165276851505041
28,-0.003529994748532772
29,-0.002372691174969077
30,-0.0022801796440035105
31,-0.0021177977323532104
32,-0.0016019907779991627
33,-0.0021650635171681643
34,-0.0014433757169172168
35,-0.0015092320973053575
36,-0.002284445334225893
37,-0.002613007789477706
38,-0.002435696544125676
39,-0.001964804483577609
40,-0.0020355298183858395
41,-0.0017409789143130183
42,-0.0014190425863489509
43,-0.0014072912745177746
44,-0.003356607398018241
45,-0.0030471263453364372
46,-0.0018901347648352385
47,-0.0022320242132991552
48,-0.0027063293382525444
49,-0.0037888612132519484
